22_11_2019/Bat01_ch_2_rec_04_seq_01,21_11_2019/Bat02_ch_1_rec_06_seq_01,04_12_2019/Bat03_ch_2_rec_01_seq_01,04_12_2019/Bat03_ch_2_rec_02_seq_01,05_12_2019/Bat02_ch_1_rec_03_seq_01,05_12_2019/Bat02_ch_1_rec_04_seq_01,07_12_2019/Bat02_ch_2_rec_01_seq_01,07_12_2019/Bat02_ch_2_rec_02_seq_01,07_12_2019/Bat02_ch_2_rec_03_seq_01,07_12_2019/Bat04_ch_1_rec_02_seq_01,07_12_2019/Bat04_ch_1_rec_03_seq_01
0.9016566666666668,2.6052066666666667,2.2970336523312778,1.5036616934989482,1.604868265378867,1.764013390365793,2.1490816666666666,1.9661191666666664,1.392457594803934,2.5765066666666665,2.45526959497549
0.9354816666666668,2.6328816666666666,2.3305066666666665,1.536131666666667,1.6326215092125549,1.7818086055045577,2.1695816666666667,1.9881566666666664,1.4121066666666666,2.6067545510255017,2.485281666666667
0.9611066666666668,2.7620316666666667,2.3643316666666667,1.5873816666666667,1.6577844502884318,1.8057066666666663,2.1982816666666665,2.0117316666666665,1.4326066666666666,2.636981666666667,2.513362966221148
0.9933941666666668,2.790445819631269,2.390981666666667,1.6078816666666669,1.686277780624351,1.8784816666666664,2.226981666666666,2.0414566666666665,1.4561816666666667,2.6677316666666666,2.581328413626199
1.054894166666667,2.8132816666666667,2.4145566666666665,1.6345316666666667,1.7042316666666666,1.8989816666666663,2.2515816666666666,2.0670816666666667,1.4802561927507727,2.7005316666666666,2.6103316666666667
1.0759066666666666,2.845056666666667,2.439156666666667,1.6529816666666666,1.7247316666666666,1.9235816666666667,2.274131666666667,2.095781666666667,1.5115316666666667,2.7582178290838013,2.639421784871857
1.1046066666666667,2.875806666666666,2.4617066666666667,1.6755316666666666,1.7452316666666667,1.9481816666666667,2.301806666666667,2.1224316666666665,1.5402316666666669,2.8020066666666668,2.688231666666667
1.1425316666666667,2.901431666666667,2.4914316666666667,1.6925157802904347,1.7626566666666663,1.9697066666666667,2.316156666666666,2.1511316666666667,1.5750816666666667,2.8327566666666666,2.7282066666666664
1.167131666666667,2.927056666666666,2.5109066666666666,1.7103816666666667,1.782131666666667,1.990206666666667,2.333581666666667,2.179831666666667,1.6078816666666669,2.867606666666666,2.7599816666666666
1.1978816666666667,2.956781666666666,2.5293566666666667,1.7503566666666666,1.7954566666666667,2.0086566666666665,2.349981666666667,2.2075066666666667,1.6427316666666667,2.9034816666666665,2.7927816666666665
1.222481666666667,2.9875316666666665,2.5478066666666668,1.7657316666666667,1.8139427022593144,2.028131666666667,2.366381666666667,2.2403066666666667,1.6775816666666667,2.9373066666666667,2.820456666666667
1.2557941666666663,3.0098688472434114,2.5642066666666667,1.7852066666666666,1.833381666666667,2.044531666666667,2.382781666666667,2.269006666666667,1.7083316666666666,2.9660066666666665,2.8471066666666665
1.2829566666666667,3.030554186719468,2.5806066666666667,1.803656666666667,1.8497816666666669,2.0599066666666666,2.3991816666666668,2.3007816666666665,1.7339566666666666,2.994706666666666,2.8778566666666667
1.2978191666666667,3.05104799527445,2.600081666666666,1.8149316666666664,1.8661816666666664,2.0768191666666667,2.4166066666666666,2.3264066666666667,1.7636816666666666,3.0254566666666665,2.904506666666667
1.3096066666666666,3.0690519018554623,2.6169941666666667,1.8323566666666664,1.901272909522652,2.0916816666666667,2.430956666666667,2.3571566666666666,1.7882816666666668,3.053131666666667,2.934231666666667
1.3249816666666667,3.0941316666666667,2.6328816666666666,1.8508066666666667,1.9145944665628216,2.103981666666667,2.4483816666666667,2.384831666666667,1.8128816666666667,3.0777316666666668,2.963956666666667
1.3362566666666666,3.118083817650559,2.650306666666667,1.8662054090102167,1.932356542616382,2.1198691666666667,2.464781666666666,2.413531666666666,1.8364566666666664,3.1115566666666665,3.001881666666667
1.3475316666666666,3.1343639459419,2.668756666666667,1.8774566666666668,1.9512566666666664,2.1321691666666664,2.4822066666666665,2.4401816666666667,1.8579816666666664,3.1361566666666665,3.0326316666666666
1.3577816666666669,3.1439404919956297,2.6861816666666667,1.8897566666666668,1.9723212137368924,2.1449816666666663,2.4996316666666667,2.464781666666666,1.8795066666666669,3.1597316666666666,3.0644066666666667
1.3680316666666668,3.155049285417957,2.701556666666667,1.905131666666667,1.994306666666667,2.159331666666666,2.5180816666666668,2.4873316666666665,1.9030816666666663,3.1792066666666665,3.0900316666666665
1.3762316666666667,3.163831666666667,2.7220566666666666,1.9174316666666664,2.0117316666666665,2.1726566666666667,2.5334566666666665,2.5160316666666667,1.9297316666666664,3.1917253773034364,3.1105316666666667
1.3864816666666666,3.1781816666666667,2.7384566666666665,1.930756666666667,2.0332566666666665,2.1859816666666667,2.549856666666667,2.5416566666666665,1.9574066666666667,3.203749777621372,3.1361566666666665
1.3967316666666667,3.190481666666667,2.7579316666666664,1.9440816666666667,2.052731666666667,2.2003316666666666,2.566256666666667,2.5590816666666667,1.9871316666666667,3.212849323807917,3.1597316666666666
1.4059566666666667,3.2048316666666667,2.7733066666666666,1.9574066666666667,2.0711816666666665,2.214681666666667,2.5836816666666667,2.5734316666666666,2.0158316666666667,3.220973918617333,3.1781816666666667
1.4162066666666666,3.2176798966093503,2.7938066666666668,1.9707316666666668,2.085531666666667,2.2274941666666668,2.6011066666666665,2.591881666666666,2.042798346929722,3.228406666666667,3.1981463710889844
1.4572066666666668,3.2294316666666667,2.8102066666666667,1.9850816666666664,2.1029566666666666,2.240819166666667,2.6185316666666667,2.6144316666666665,2.073276204178784,3.236898124443788,3.2138712090617596
1.468481666666667,3.2417316666666665,2.825581666666667,2.0004566666666665,2.1183316666666667,2.255681666666667,2.633906666666667,2.6236566666666667,2.108081666666666,3.243722784083697,3.228406666666667
1.5115316666666667,3.255219957139971,2.8430066666666667,2.0127566666666667,2.133706666666667,2.2700316666666667,2.6492816666666665,2.633906666666667,2.1388316666666665,3.2522795519480847,3.2437816666666666
1.5402316666666669,3.2676694670098203,2.8594066666666667,2.0291566666666667,2.150106666666667,2.285406666666667,2.6677316666666666,2.6441566666666665,2.1767566666666665,3.260342252890965,3.2560816666666668
1.5504816666666668,3.282731666666667,2.875806666666666,2.042701594149241,2.167531666666666,2.2997566666666667,2.6841316666666666,2.6533816666666667,2.2034066666666665,3.2683816666666665,3.2699758778782044
1.5586816666666667,3.2963991051710098,2.8922066666666666,2.0537566666666667,2.1829066666666668,2.315131666666667,2.7036066666666665,2.663631666666667,2.231018089207021,3.277333448166565,3.282731666666667
1.5668816666666667,3.3083566666666666,2.9116915744681537,2.0650316666666666,2.1993066666666667,2.3294816666666667,2.718981666666666,2.672009499309138,2.261216333086826,3.295298661005733,3.2959898073640304
1.5761066666666668,3.321298124910708,2.928208290601055,2.0763066666666665,2.2136566666666666,2.345881666666666,2.7353816666666666,2.680660354873583,2.300641818152126,3.3014240494585283,3.310355708721874
1.5853316666666666,3.3558010522642885,2.9434566666666666,2.0865566666666666,2.226981666666666,2.3602316666666665,2.7507566666666667,2.6909332458563617,2.3638344396043096,3.3135976443843536,3.324915743881851
1.5935316666666666,3.36461147463372,2.960881666666667,2.0968066666666667,2.2433816666666666,2.3766316666666665,2.7651066666666666,2.6995066666666667,2.383407375452331,3.322906864033514,3.3391066666666664
1.6017316666666668,3.39085121082094,2.979960667817479,2.107056666666667,2.2579946035983176,2.3930316666666664,2.777406666666667,2.709756666666667,2.4166066666666666,3.333062376378053,3.3548123494103375
1.6099316666666668,3.4077816666666667,2.9977816666666666,2.1158983962445985,2.273166376894067,2.4084066666666666,2.7897066666666666,2.717696830258864,2.4483816666666667,3.357409566229704,3.3709254549873786
1.6171066666666667,3.4161332924027867,3.0141816666666665,2.201356666666667,2.290558409696512,2.4217316666666666,2.799956666666666,2.726156666666667,2.477081666666667,3.375944761324932,3.3885916309814843
1.625306666666667,3.4467316666666665,3.031606666666667,2.3141066666666665,2.3012896639788707,2.4381316666666666,2.809554421463557,2.735539219860532,2.5139816666666666,3.3944566666666667,3.407810877392654
1.6314566666666668,3.4547951768997023,3.0510816666666667,2.328834547794731,2.3234922590458207,2.4514566666666666,2.8184066666666667,2.744190075424977,2.5467816666666665,3.4200816666666665,3.4264477223974246
1.6396566666666668,3.4621066666666667,3.070802606548435,2.353056666666667,2.383439265726586,2.4658066666666665,2.827813473364236,2.7517816666666666,2.5775316666666668,3.4375066666666667,3.4405816666666666
1.6468316666666667,3.4701176505856703,3.0900316666666665,2.374146853853762,2.39824099577122,2.4781066666666667,2.836856666666667,2.7620316666666667,2.607177960392363,3.4549316666666665,3.4590316666666667
1.6529816666666666,3.477778887428654,3.108240496449678,2.387455363325645,2.412506666666667,2.490406666666667,2.846774796491865,2.7712566666666665,2.639031666666667,3.4711650124912845,3.4733816666666666
1.6601566666666667,3.4842909387451906,3.1238566666666667,2.4324508001115364,2.4319149316227606,2.5037316666666665,2.8545693052271925,2.7804816666666667,2.663631666666667,3.493913877957649,3.4918316666666667
1.6734816666666668,3.490994520982801,3.1412816666666665,2.442907486125159,2.4442816666666665,2.5160316666666667,2.861717061517291,2.7886816666666667,2.6861816666666667,3.5328316666666666,3.507206666666667
1.680656666666667,3.4979816666666665,3.1597316666666666,2.452820967670541,2.4586316666666668,2.5273066666666666,2.868864817807389,2.798931666666667,2.707838773325044,3.5492316666666666,3.5236066666666668
1.7011566666666669,3.5061254637476944,3.177156666666667,2.4731006011515064,2.4770602082588926,2.5385816666666665,2.8761413624991103,2.8091816666666665,2.731281666666667,3.566656666666667,3.5379566666666666
1.7093566666666666,,3.193556666666667,2.515006666666667,2.494506666666666,2.5478066666666668,2.8829816666666668,2.8430066666666667,2.748706666666666,3.582077338203823,3.5543566666666666
1.718581666666667,,3.209956666666667,2.5642066666666667,2.5139816666666666,2.5570316666666666,2.890436875079306,2.863506666666667,2.766198077965777,3.5984316666666665,3.5687066666666665
1.7452316666666667,,3.2273816666666666,2.5779843305608723,2.5293566666666667,2.5652316666666666,2.931749614952719,2.885307156819988,2.7835566666666667,3.6158566666666663,3.583056666666667
1.782131666666667,,3.2458316666666667,2.5898316666666665,2.5457566666666667,2.574456666666667,2.952681666666667,2.9027687344442232,2.804056666666667,3.6302066666666666,3.5974066666666666
1.7995566666666667,,3.2601816666666665,2.617506666666667,2.56074284633266,2.582656666666667,2.9670316666666667,,2.8156896443243453,3.6455816666666663,3.609706666666667
1.8241566666666664,,3.277606666666667,2.6318521069946854,2.5759146196284086,2.590856666666667,2.982406666666667,,2.8268741790946432,3.6599316666666666,3.6220066666666666
1.8518316666666668,,3.291956666666666,2.6454774857397085,2.5898316666666665,2.599056666666667,2.9957316666666665,,2.8409566666666666,3.6732566666666666,3.6322566666666667
1.8723316666666667,,3.307331666666667,2.6605566666666665,2.6031566666666666,2.6072566666666668,3.0213566666666667,,2.8512066666666667,3.6845316666666665,3.642506666666667
1.901031666666667,,3.321681666666666,2.6779816666666667,2.617506666666667,2.6154566666666668,3.0387816666666665,,2.8624816666666666,3.6978566666666666,3.652756666666667
1.9358816666666667,,3.3350066666666667,2.696431666666667,2.628781666666667,2.6226316666666665,3.055769021246256,,2.8727316666666667,3.708106666666666,3.6619816666666667
1.9717566666666664,,3.350381666666667,2.718981666666666,2.6410816666666665,2.629806666666666,3.066456666666667,,2.885031666666667,3.7193816666666666,3.6705016450789443
2.0025066666666667,,3.3616566666666667,2.7466566666666665,2.6523566666666665,2.636981666666667,3.0787566666666666,,2.8983566666666665,3.7296316666666662,3.6788493985706645
2.036331666666667,,3.3739566666666665,2.7620316666666667,2.663984913393978,2.6431316666666667,3.109506666666667,,2.9116816666666665,3.7409066666666666,
2.090656666666667,,3.3872816666666665,2.778431666666666,2.687667681465391,2.650306666666667,3.1269316666666667,,2.928404968349077,3.750131666666667,
2.128581666666667,,3.3975316666666666,2.7948316666666666,2.6980288924966347,2.6574816666666665,3.1443566666666665,,2.9414066666666665,3.758331666666667,
2.1921316666666666,,3.4077816666666667,2.808156666666666,2.708760146778994,2.666262644330697,3.163084645736024,,2.955756666666667,3.7685816666666665,
,,3.418031666666667,2.8214816666666667,2.7187513145591216,3.019035796816823,3.1839118261925563,,2.968194864669622,3.7767816666666665,
,,3.4293066666666667,2.8358316666666665,2.7291125255903648,3.050742996698705,,,2.9820020842130286,3.7849816666666665,
,,3.4385316666666665,2.845056666666667,2.7394737366216084,3.091211396547949,,,2.993681666666667,3.7931816666666665,
,,3.448781666666666,2.8542816666666666,2.7487248178995043,3.112581666666667,,,3.0049566666666667,3.8003566666666666,
,,3.4580066666666665,2.863506666666667,2.759456072181864,3.131679796397193,,,3.015206666666667,3.808287181295603,
,,3.467911653000902,2.8727316666666667,2.780918580746582,3.1464066666666666,,,3.023490778557217,3.8157316666666663,
,,3.4764566666666665,2.8819566666666665,2.8049713920691115,3.1628066666666665,,,3.0322374374468475,3.82244425602165,
,,3.486080040747094,2.8901566666666665,2.836795111665073,3.1751066666666667,,,3.0420198848891977,3.8290566666666663,
,,3.4938816666666668,2.890779570189148,2.862698139243182,3.1894566666666666,,,3.05065145616186,3.8362316666666665,
,,3.5010566666666665,2.8993350405639298,2.877869912538931,3.206881666666667,,,3.059052852200584,3.843406666666666,
,,3.5086528861287256,2.906939903119292,2.8942566666666667,3.2212316666666667,,,3.0677995110902145,3.84951382747585,
,,3.516431666666666,2.9180303276791943,2.9133940646460514,3.236606666666667,,,3.0756254690440947,3.856047861964795,
,,3.5262707166704867,2.9788692281220897,2.9352266164618857,3.249931666666667,,,3.083796689848881,3.8751816666666663,
,,3.5318066666666668,3.0080316666666667,2.9516566666666666,3.2642816666666667,,,3.09173773541973,,
,,3.548293004847688,,2.9670316666666667,3.2786316666666666,,,3.0981826419699843,,
,,3.5543491340964186,,2.982406666666667,3.296056666666667,,,3.105318074222052,,
,,3.5615316666666668,,2.998806666666667,3.3165566666666666,,,3.1119931560062435,,
,,3.5697316666666667,,3.015206666666667,3.337056666666667,,,3.11924367587528,,
,,3.5769066666666665,,3.0326316666666666,3.3575566666666665,,,3.1256885824255334,,
,,3.5840816666666666,,3.0469816666666665,3.3760066666666666,,,,,
,,3.6671066666666654,,3.0603066666666665,3.3913816666666667,,,,,
,,3.6794066666666665,,3.0736316666666665,3.410856666666666,,,,,
,,3.7388566666666665,,3.0859316666666667,3.431356666666667,,,,,
,,3.751156666666666,,3.099367229992553,3.4467316666666665,,,,,
,,3.813681666666666,,3.1115786572793755,3.4641566666666668,,,,,
,,3.8239316666666654,,3.1230499980639665,3.482606666666667,,,,,
,,3.8362316666666665,,3.133041165844094,3.5020816666666668,,,,,
,,3.8680066666666666,,3.146362722884264,3.5195066666666666,,,,,
,,3.880306666666667,,,3.537956666666666,,,,,
,,3.8956816666666665,,,3.5564066666666667,,,,,
,,3.937706666666666,,,3.571781666666667,,,,,
,,3.9510316666666654,,,3.5871566666666665,,,,,
,,3.962306666666666,,,3.604581666666667,,,,,
,,3.9869066666666666,,,3.6250816666666665,,,,,
,,3.999206666666667,,,3.646921794477776,,,,,
,,4.009456666666667,,,3.678381666666666,,,,,
,,4.023806666666666,,,3.7029816666666666,,,,,
,,4.035081666666667,,,3.729631666666666,,,,,
,,4.045331666666667,,,3.759356666666666,,,,,
,,4.055581666666667,,,3.885431666666667,,,,,
,,4.065831666666667,,,3.9038816666666665,,,,,
,,4.075056666666667,,,3.923356666666667,,,,,
,,4.084281666666667,,,3.947956666666667,,,,,
,,4.093506666666666,,,4.046356666666667,,,,,
,,4.104781666666667,,,4.067881666666667,,,,,
,,4.1170816666666665,,,4.092481666666667,,,,,
,,4.138606666666667,,,,,,,,
,,4.1498816666666665,,,,,,,,
,,4.161156666666667,,,,,,,,
,,4.172431666666666,,,,,,,,
,,4.186781666666667,,,,,,,,
,,4.198056666666667,,,,,,,,
,,4.210356666666667,,,,,,,,
,,4.224706666666667,,,,,,,,
,,4.241106666666667,,,,,,,,
,,4.254431666666667,,,,,,,,
,,4.267756666666667,,,,,,,,
,,4.281081666666666,,,,,,,,
,,4.293381666666667,,,,,,,,
,,4.304656666666666,,,,,,,,
,,4.320031666666667,,,,,,,,
,,4.331306666666666,,,,,,,,
,,4.343606666666667,,,,,,,,
,,4.3548816666666665,,,,,,,,
,,4.367181666666666,,,,,,,,
,,4.383581666666666,,,,,,,,
,,4.419456666666667,,,,,,,,
,,4.436881666666666,,,,,,,,
,,4.454306666666667,,,,,,,,
,,4.481981666666667,,,,,,,,
,,4.507606666666667,,,,,,,,
,,4.540406666666667,,,,,,,,
,,4.561931666666666,,,,,,,,
,,4.584481666666667,,,,,,,,
,,4.621381666666666,,,,,,,,
,,4.650081666666667,,,,,,,,
,,4.674890347169959,,,,,,,,
,,4.702968764595891,,,,,,,,
