21_11_2019/Bat02/_ch_1_rec_03_seq_01,21_11_2019/Bat02/_ch_1_rec_03_seq_02,04_12_2019/Bat01_ch_1_rec_01_seq_01,04_12_2019/Bat01_ch_1_rec_01_seq_02,04_12_2019/Bat01_ch_1_rec_02_seq_02,05_12_2019/Bat01_ch_1_rec_01_seq_01,21_11_2019/Bat02_ch_1_rec_06_seq_01,05_12_2019/Bat02_ch_1_rec_01_seq_01,05_12_2019/Bat04_ch_2_rec_01_seq_01,05_12_2019/Bat05_ch_1_rec_01_seq_01,06_12_2019/Bat02_ch_1_rec_03_seq_01,06_12_2019/Bat03_ch_1_rec_02_seq_01,07_12_2019/Bat01_ch_2_rec_01_seq_01,07_12_2019/Bat01_ch_2_rec_01_seq_02,07_12_2019/Bat01_ch_1_rec_02_seq_01,07_12_2019/Bat01_ch_1_rec_02_seq_02,07_12_2019/Bat02_ch_1_rec_04_seq_01,07_12_2019/Bat04_ch_3_rec_01_seq_01,07_12_2019/Bat05_ch_1_rec_01_seq_01
0.0222066666666666,1.95,0.0365566666666666,1.5115316666666667,2.259442787084423,0.0025604475629388,0.0191316666666666,2.6031566666666666,0.7632816666666666,0.0177388959995085,0.0058066666666666,0.1626316666666666,0.0119566666666666,1.4643816666666667,0.0109316666666666,2.18764482966417,2.323331666666667,2.5754816666666667,0.0068316666666666664
0.0519316666666666,1.9752,0.079687030120884,1.5351066666666666,2.2845108266166783,0.0287319222986432,0.0693566666666666,2.6349316666666667,0.7827566666666667,0.0396316666666666,0.0447566666666666,0.1954316666666666,0.0355316666666666,1.4838566666666666,0.0304066666666666,2.2116670759981005,2.354081666666666,2.5990377324876253,0.030406666666666665
0.0785816666666666,1.999,0.1062566666666666,1.5638066666666668,2.315131666666667,0.0607192803089486,0.1021566666666666,2.6647708378811377,0.8032566666666666,0.0632066666666666,0.0683316666666666,0.2446316666666666,0.0580816666666666,1.5105066666666669,0.0519316666666666,2.238358460813579,2.382781666666667,2.6227836625816887,0.057056666666666665
0.1072816666666666,2.0256,0.1319857862216936,1.589806665507805,2.3510066666666667,0.0902141169158536,0.1359816666666666,2.696431666666667,0.8258066666666666,0.0843355396278088,0.0960066666666666,0.2774316666666667,0.0806316666666666,1.5340816666666666,0.0785816666666666,2.2679816666666666,2.4248066666666666,2.6451816666666668,0.08370666666666667
0.1380316666666666,2.0501,0.1587971738429947,1.6171066666666667,2.4662541132255305,0.1168010118854581,0.1938941666666666,2.7271816666666666,0.8565566666666666,0.1134316666666666,0.1185566666666666,0.3266316666666666,0.1031816666666666,1.5597066666666666,0.1042066666666666,2.285406666666667,2.4545316666666666,2.6656816666666665,0.11138166666666667
0.1616066666666666,2.0763066666666665,0.1842845423225032,1.6417066666666666,2.4965566666666668,0.1493066666666666,0.2261816666666666,2.7569066666666666,0.8821816666666666,0.1493066666666666,0.1462316666666666,0.3666066666666667,0.1288066666666666,1.5894316666666666,0.1298316666666666,2.3079566666666667,2.4863066666666667,2.6841316666666666,0.13393166666666667
0.1882566666666666,2.1173066666666664,0.2231066666666666,1.6673316666666669,2.5344816666666667,0.1790316666666666,0.2538566666666667,2.7856066666666663,0.9129316666666668,0.1790316666666666,0.170881501948623,0.3994066666666667,0.1544316666666666,1.6130066666666667,0.1523816666666666,2.333581666666667,2.528331666666667,2.7046316666666668,0.16058166666666668
0.2133691666666666,2.1767566666666665,0.2518095185539282,1.6939816666666667,2.5688191666666667,0.2026066666666666,0.2805066666666667,2.815331666666667,0.9334316666666668,0.2097816666666666,0.1989624564830346,0.4297758712112581,0.1759566666666666,1.6422191666666666,0.1769816666666666,2.358181666666667,2.558056666666667,2.7220566666666666,0.20465666666666665
0.2343816666666666,2.2372316666666667,0.2743178439644032,1.7155066666666667,2.5978613207698715,0.2323316666666666,0.3102316666666667,2.8409566666666666,0.9549566666666668,0.2384816666666666,0.2251566666666666,0.4619316666666667,0.1954316666666666,1.6688691666666666,0.2031613113117767,2.3776566666666668,2.5929066666666665,2.7456316666666667,0.23028166666666666
0.2569316666666666,2.269006666666667,0.2979316666666666,1.7411316666666667,2.632369166666667,0.2589816666666666,0.3420066666666667,2.8711941666666667,0.9816066666666666,0.2641066666666666,0.2600066666666666,0.4926816666666667,0.2159316666666666,1.6970566666666669,0.2318469662681807,2.4022566666666667,2.621606666666666,2.7681816666666665,0.26718166666666665
0.2815316666666667,2.303856666666667,0.3184316666666666,1.832417223024648,2.6697816666666667,0.2846066666666667,0.3712191666666666,2.897331666666666,1.0082566666666666,0.2892191666666667,0.2989566666666666,0.5244566666666667,0.2374566666666666,1.7247316666666668,0.2567078672303974,2.4237816666666667,2.6544066666666666,2.792079492763131,0.29895666666666665
0.3163816666666666,2.328456666666667,0.3358566666666667,1.8620816666666664,2.7046316666666668,0.3163816666666666,0.4024816666666667,2.9239816666666667,1.0318316666666667,0.3138191666666666,0.3235566666666666,0.5553172123879673,0.2610316666666666,1.7534316666666667,0.2764066666666667,2.450431666666667,2.681056666666666,2.820456666666667,0.3389316666666667
0.3676316666666667,2.3556191666666666,0.3584066666666666,1.8928316666666667,2.736406666666667,0.3512316666666666,0.4322066666666667,2.949606666666667,1.0574566666666667,0.3409816666666667,0.3465507291522678,0.5808316666666666,0.2866566666666666,1.782131666666667,0.2978239726679098,2.480156666666667,2.7087316666666665,2.8460816666666666,0.3758316666666667
0.3963316666666667,2.3868816666666666,0.3758316666666667,1.924290155236241,2.7763816666666665,0.3799316666666666,0.4568066666666667,2.9736941666666667,1.0800066666666666,0.3732691666666666,0.3748066666666667,0.6074816666666667,0.3096124050426093,1.811856666666667,0.3194566666666666,2.509881666666667,2.7415316666666665,2.8819566666666665,0.4004316666666667
0.4219566666666666,2.4130191666666665,0.3973566666666667,1.9625316666666663,2.815331666666667,0.4168316666666666,0.4885816666666667,3.0049566666666667,1.1056316666666666,0.4076066666666667,0.4004316666666667,0.6382316666666666,0.3327816666666666,1.841581666666667,0.3389316666666667,2.5406316666666666,2.7722816666666668,2.9116816666666665,0.4301566666666667
0.4475816666666666,2.443256666666666,0.4209316666666666,2.0142941666666667,2.8430066666666667,0.4496316666666666,0.5142066666666667,3.0357066666666666,1.1261316666666668,0.4316063459614229,0.4301566666666667,0.6669316666666667,0.3532816666666666,1.8692566666666663,0.3614816666666666,2.5631816666666665,2.8009816666666665,2.947556666666667,0.4598816666666667
0.4711566666666666,2.4724691666666665,0.4444543036847584,2.039406666666667,2.874781666666667,0.4803816666666666,0.5459816666666667,3.057026788384904,1.1497066666666669,0.4610684041834088,0.4537316666666666,0.6987066666666667,0.3768566666666667,1.901031666666667,0.3826060195390592,2.5867566666666666,2.8440316666666665,2.969081666666667,0.4916566666666667
0.4988316666666667,2.4975816666666666,,2.066056666666667,2.912194166666666,0.5090816666666667,0.5716066666666667,3.083881666666666,1.1773816666666668,0.4916566666666667,0.4844816666666666,0.7294566666666666,0.3983816666666667,1.9297316666666664,,2.612381666666667,2.885031666666667,2.993681666666667,0.5101066666666667
0.5254816666666666,2.5242316666666667,,2.1029566666666666,2.944481666666667,0.5372062885923289,0.5992816666666667,3.1084816666666666,1.2081316666666666,0.5244566666666667,0.5121566666666667,0.7622566666666667,0.4229816666666666,1.9543316666666664,,2.6349316666666667,2.9188566666666667,3.023406666666667,0.5295816666666666
0.5490566666666666,2.5508816666666667,,2.1347316666666667,2.9762566666666666,0.5654548644975336,0.6249066666666667,3.1330816666666665,1.2440066666666667,0.5525740908964003,0.5449566666666666,0.795553806081901,0.4414316666666666,1.9799566666666664,,2.6605566666666665,2.9465316666666665,3.061331666666667,0.5521316666666667
0.5726316666666666,2.5806066666666667,,2.159331666666666,3.0105941666666665,,0.6525816666666666,3.1617816666666667,1.2716816666666666,0.5730242254269553,0.5695566666666667,0.8320205766141832,0.4598816666666667,2.0117316666666665,,2.688231666666667,2.9752316666666667,3.087981666666667,0.5767316666666666
0.5982566666666667,2.6154566666666668,,2.1911066666666668,3.041856666666667,,0.6761566666666666,3.188707738021159,1.2983316666666669,0.5993667716019073,0.5972316666666667,,0.4811005357264434,2.0373566666666667,,2.715943596261963,3.0100816666666668,3.1115566666666665,0.6033816666666667
0.6249066666666667,2.6462066666666666,,2.2198066666666665,3.071581666666667,,0.7007566666666667,3.215081666666667,1.3260066666666666,0.6320816666666667,0.6238816666666667,,0.4998566666666666,2.0640066666666668,,2.744414406731808,3.066456666666667,3.142306666666667,0.6290066666666667
0.6492,2.675931666666667,,2.2515816666666666,3.0951566666666666,,0.7233066666666667,3.2386566666666665,1.3557316666666666,0.6548247635491751,0.6597566666666667,,0.5224066666666667,2.090656666666667,,2.772885217201651,3.1023316666666667,3.1658816666666665,0.6622421003332315
0.6695,2.706681666666667,,2.2792566666666665,3.1166816666666666,,0.7520066666666667,3.2601816666666665,1.3885316666666667,0.6801274723751158,0.6864066666666667,,0.5439316666666667,2.1162816666666666,,2.801800884085086,3.1412816666666665,3.1925316666666665,0.6963202117819811
0.6897,2.7420441666666666,,2.3110316666666666,3.139231666666667,,0.7735316666666666,3.299131666666667,1.4121066666666666,0.7058816666666666,0.7130566666666667,,0.5716066666666667,2.141906666666667,,,3.1655608948119167,3.2181566666666668,
,2.770231666666666,,2.344856666666667,3.163831666666667,,0.7981316666666667,3.3227066666666665,1.4367066666666666,0.7386816666666667,0.7427816666666667,,0.5951816666666667,2.166506666666667,,,3.192099573734786,3.255455440218725,
,2.8048,,2.3694566666666668,3.19636076460247,,0.8247816666666666,3.3575566666666665,1.4613066666666668,0.7663566666666667,0.7725066666666667,,0.6249066666666667,2.1952066666666665,,,3.220206666666667,,
,2.8413,,2.3930316666666664,3.222473305781903,,0.8452816666666667,3.3872816666666665,1.4920566666666666,0.7899316666666667,0.7981316666666667,,0.6464316666666666,2.2187816666666667,,,3.2489066666666666,,
,,,2.4186566666666667,3.249630348608513,,0.8698816666666667,3.4221316666666666,1.5183541480333234,0.8360566666666667,0.8226208653286882,,0.6720566666666666,2.2454316666666667,,,3.2817066666666665,,
,,,2.4442816666666665,3.279920896376655,,0.8955066666666667,3.4539066666666667,1.5515066666666666,0.8616816666666667,,,0.7028066666666667,2.2700316666666667,,,3.309628008964637,,
,,,,3.307077939203265,,0.9160066666666666,3.492479664166172,1.568082270738743,0.8861638156720628,,,0.7304816666666667,2.301806666666667,,,3.337056666666667,,
,,,,3.3384129886185843,,0.9344566666666668,,1.611447079164322,0.9088316666666668,,,0.756561785013862,2.333581666666667,,,3.3702878465026243,,
,,,,3.366614533092372,,0.9555134927462664,,1.6570816666666666,0.9365066666666668,,,0.7817316666666667,2.3653566666666666,,,3.405672751733117,,
,,,,3.398994084154868,,,,,0.9672566666666668,,,0.8053066666666666,2.3930316666666664,,,3.433896426143153,,
,,,,,,,,,0.9918566666666668,,,0.8309316666666666,2.4196816666666665,,,3.461698851681397,,
,,,,,,,,,1.0175299340971529,,,,2.4483816666666667,,,3.494977512552932,,
,,,,,,,,,1.0892316666666666,,,,2.4750316666666667,,,3.520252444860427,,
,,,,,,,,,1.1172090908334291,,,,2.498606666666667,,,,,
,,,,,,,,,,,,,2.5262816666666668,,,,,
,,,,,,,,,,,,,2.5519066666666665,,,,,
,,,,,,,,,,,,,2.5806066666666667,,,,,
,,,,,,,,,,,,,2.6052066666666667,,,,,
,,,,,,,,,,,,,2.626219166666667,,,,,
,,,,,,,,,,,,,2.658506666666667,,,,,
,,,,,,,,,,,,,2.6841316666666666,,,,,
,,,,,,,,,,,,,2.710781666666666,,,,,
,,,,,,,,,,,,,2.7425566666666663,,,,,
,,,,,,,,,,,,,2.7794566666666665,,,,,
,,,,,,,,,,,,,2.8050816666666667,,,,,
,,,,,,,,,,,,,2.8296816666666667,,,,,
,,,,,,,,,,,,,2.8573566666666665,,,,,
,,,,,,,,,,,,,2.879906666666667,,,,,
,,,,,,,,,,,,,2.9024566666666667,,,,,
,,,,,,,,,,,,,2.9280816666666665,,,,,
,,,,,,,,,,,,,2.9670316666666667,,,,,
,,,,,,,,,,,,,2.9885566666666668,,,,,
,,,,,,,,,,,,,3.0100816666666668,,,,,
,,,,,,,,,,,,,3.0346816666666667,,,,,
,,,,,,,,,,,,,3.0603066666666665,,,,,
,,,,,,,,,,,,,3.0777316666666668,,,,,
,,,,,,,,,,,,,3.0966941666666665,,,,,
,,,,,,,,,,,,,3.118219166666667,,,,,
,,,,,,,,,,,,,3.139231666666667,,,,,
,,,,,,,,,,,,,3.1597316666666666,,,,,
,,,,,,,,,,,,,3.1843316666666666,,,,,
,,,,,,,,,,,,,3.207394166666667,,,,,
,,,,,,,,,,,,,3.2376316666666667,,,,,
,,,,,,,,,,,,,3.266331666666667,,,,,
,,,,,,,,,,,,,3.2940066666666667,,,,,
,,,,,,,,,,,,,3.321681666666666,,,,,
,,,,,,,,,,,,,3.3524316666666665,,,,,
,,,,,,,,,,,,,3.3780566666666667,,,,,
,,,,,,,,,,,,,3.4036816666666665,,,,,
,,,,,,,,,,,,,3.4272566666666666,,,,,
,,,,,,,,,,,,,3.455956666666667,,,,,
,,,,,,,,,,,,,3.4815816666666666,,,,,
,,,,,,,,,,,,,3.5020816666666668,,,,,
,,,,,,,,,,,,,3.5225816666666665,,,,,
,,,,,,,,,,,,,3.545131666666667,,,,,
,,,,,,,,,,,,,3.567681666666666,,,,,
,,,,,,,,,,,,,3.5929749113743954,,,,,
,,,,,,,,,,,,,3.6138066666666666,,,,,
,,,,,,,,,,,,,3.635466264568115,,,,,
